parent id	parent name	child id	child name
FMA55226	intrinsic muscle of larynx	newnode5973363	crico-arytenoid
newnode5973363	crico-arytenoid	FMA46576	posterior crico-arytenoid
FMA46576	posterior crico-arytenoid	FMA46577	right posterior crico-arytenoid
FMA46576	posterior crico-arytenoid	FMA46578	left posterior crico-arytenoid
newnode5973363	crico-arytenoid	FMA46579	lateral crico-arytenoid
FMA46579	lateral crico-arytenoid	FMA46581	left lateral crico-arytenoid
FMA46579	lateral crico-arytenoid	FMA46580	right lateral crico-arytenoid
FMA55226	intrinsic muscle of larynx	newnode1213720	aryepiglotticus
newnode1213720	aryepiglotticus	newnode7692163	left aryepiglotticus
newnode1213720	aryepiglotticus	newnode6383434	right aryepiglotticus
FMA55226	intrinsic muscle of larynx	FMA46582	transverse arytenoid
FMA55226	intrinsic muscle of larynx	FMA46583	oblique arytenoid
FMA46583	oblique arytenoid	FMA46585	left oblique arytenoid
FMA46583	oblique arytenoid	FMA46584	right oblique arytenoid
FMA55226	intrinsic muscle of larynx	newnode5389600	cricotyhroid
newnode5389600	cricotyhroid	newnode8486122	oblique part of cricothyroid
newnode8486122	oblique part of cricothyroid	FMA46614	oblique part of left cricothyroid
newnode8486122	oblique part of cricothyroid	FMA46613	oblique part of right cricothyroid
newnode5389600	cricotyhroid	newnode6172835	straight part of cricothyroid
newnode6172835	straight part of cricothyroid	FMA46612	straight part of left cricothyroid
newnode6172835	straight part of cricothyroid	FMA46611	straight part of right cricothyroid
FMA55226	intrinsic muscle of larynx	FMA46591	vocalis
FMA46591	vocalis	FMA46593	left vocalis
FMA46591	vocalis	FMA46592	right vocalis
newnode5955503	neck	newnode9617004	hyoid-associated muscles
newnode9617004	hyoid-associated muscles	FMA46290	suprahyoid muscle
FMA46290	suprahyoid muscle	FMA46325	geniohyoid
FMA46325	geniohyoid	FMA46326	right geniohyoid
FMA46325	geniohyoid	FMA46327	left geniohyoid
FMA46290	suprahyoid muscle	FMA9625	stylohyoid
FMA9625	stylohyoid	FMA45827	left stylohyoid
FMA9625	stylohyoid	FMA45826	right stylohyoid
FMA46290	suprahyoid muscle	FMA46291	digastric
FMA46291	digastric	FMA46292	right digastric
FMA46292	right digastric	FMA258850	right intermediate tendon
FMA46291	digastric	FMA46293	left digastric
FMA46293	left digastric	newnode1765638	left intermediate tendon
FMA46290	suprahyoid muscle	FMA46320	mylohyoid
FMA46320	mylohyoid	FMA46321	right mylohyoid
FMA46320	mylohyoid	FMA46322	left mylohyoid
newnode9617004	hyoid-associated muscles	FMA13338	infrahyoid muscle
FMA13338	infrahyoid muscle	FMA13342	omohyoid
FMA13342	omohyoid	FMA13348	right omohyoid
FMA13342	omohyoid	FMA13349	left omohyoid
FMA13338	infrahyoid muscle	FMA13344	thyrohyoid
FMA13344	thyrohyoid	FMA55132	thyrohyoid membrane
FMA55132	thyrohyoid membrane	FMA55133	right thyrohyoid membrane
FMA55132	thyrohyoid membrane	FMA55134	left thyrohyoid membrane
FMA13344	thyrohyoid	FMA13352	right thyrohyoid
FMA13344	thyrohyoid	FMA13353	left thyrohyoid
FMA13338	infrahyoid muscle	FMA13343	sternothyroid
FMA13343	sternothyroid	FMA13350	right sternothyroid
FMA13343	sternothyroid	FMA13351	left sternothyroid
FMA13338	infrahyoid muscle	FMA13341	sternohyoid
FMA13341	sternohyoid	FMA13347	left sternohyoid
FMA13341	sternohyoid	FMA13346	right sternohyoid
newnode5955503	neck	newnode9617003	muscles of neck - posterior
newnode9617003	muscles of neck - posterior	newnode9617005	splenius muscles
newnode9617005	splenius muscles	newnode9617009	splenius cervicis
newnode9617009	splenius cervicis	newnode9617013	left splenius cervicis
newnode9617009	splenius cervicis	newnode9617012	right splenius cervicis
newnode9617005	splenius muscles	newnode9617008	splenius capitis
newnode9617008	splenius capitis	newnode9617011	left splenius capitis
newnode9617008	splenius capitis	newnode9617010	right splenius capitis
newnode9617003	muscles of neck - posterior	FMA71443	posterior cervical intertransversarii
newnode9617003	muscles of neck - posterior	FMA22770	spinalis cervicis
FMA22770	spinalis cervicis	FMA22781	right spinalis cervicis (available in BP3D 3.0)
FMA22770	spinalis cervicis	FMA22782	left spinalis cervicis (available in BP3D 3.0)
newnode9617003	muscles of neck - posterior	newnode9617006	suboccipital muscles
newnode9617006	suboccipital muscles	newnode9617014	rectus capitis posterior major
newnode9617014	rectus capitis posterior major	newnode9617018	right rectus capitis posterior major
newnode9617014	rectus capitis posterior major	newnode9617019	left rectus capitis posterior major
newnode9617006	suboccipital muscles	newnode9617017	obliquus capitis inferior
newnode9617017	obliquus capitis inferior	newnode9617025	left obliquus capitis inferior
newnode9617017	obliquus capitis inferior	newnode9617024	right obliquus capitis inferior
newnode9617006	suboccipital muscles	newnode9617016	obliquus capitis superior
newnode9617016	obliquus capitis superior	newnode9617022	right obliquus capitis superior
newnode9617016	obliquus capitis superior	newnode9617023	left obliquus capitis superior
newnode9617006	suboccipital muscles	newnode9617015	rectus capitis posterior minor
newnode9617015	rectus capitis posterior minor	newnode9617020	right rectus capitis posterior minor
newnode9617015	rectus capitis posterior minor	newnode9617021	left rectus capitis posterior minor
newnode9617003	muscles of neck - posterior	newnode9617007	semispinalis muscles
newnode9617007	semispinalis muscles	newnode9617026	semispinalis capitis
newnode9617026	semispinalis capitis	newnode9617028	right semispinalis capitis
newnode9617026	semispinalis capitis	newnode9617029	left semispinalis capitis
newnode9617007	semispinalis muscles	newnode9617027	semispinalis cervicis
newnode9617027	semispinalis cervicis	newnode9617031	left semispinalis cervicis
newnode9617027	semispinalis cervicis	newnode9617030	right semispinalis cervicis
newnode5955503	neck	FMA55108	laryngeal cartilage
FMA55108	laryngeal cartilage	FMA55110	corniculate cartilage
FMA55110	corniculate cartilage	FMA55116	left corniculate cartilage
FMA55110	corniculate cartilage	FMA55115	right corniculate cartilage
FMA55108	laryngeal cartilage	FMA9615	cricoid cartilage
FMA55108	laryngeal cartilage	FMA55109	arytenoid cartilage
FMA55109	arytenoid cartilage	FMA55114	left arytenoid cartilage
FMA55109	arytenoid cartilage	FMA55113	right arytenoid cartilage
FMA55108	laryngeal cartilage	FMA55111	cuneiform cartilage
FMA55111	cuneiform cartilage	FMA55117	right cuneiform cartilage
FMA55111	cuneiform cartilage	FMA55118	left cuneiform cartilage
FMA55108	laryngeal cartilage	FMA55099	thyroid cartilage
newnode5955503	neck	FMA52749	hyoid bone
newnode5955503	neck	newnode442243	ligaments of neck
newnode442243	ligaments of neck	newnode2246452	stylohyoid ligament
newnode2246452	stylohyoid ligament	newnode325235	right stylohyoid ligament
newnode2246452	stylohyoid ligament	newnode6363726	left stylohyoid ligament
newnode442243	ligaments of neck	FMA55233	cricothyroid ligaments
FMA55233	cricothyroid ligaments	FMA55250	conus elasticus
FMA55250	conus elasticus	FMA55251	right conus elasticus
FMA55250	conus elasticus	FMA55252	left conus elasticus
FMA55233	cricothyroid ligaments	FMA55237	median cricothyroid ligament
newnode442243	ligaments of neck	newnode4130209	vocal ligaments
newnode4130209	vocal ligaments	newnode7601596	left vocal ligament
newnode4130209	vocal ligaments	newnode4111486	right vocal ligament
newnode442243	ligaments of neck	FMA55131	ligaments of larynx
FMA55131	ligaments of larynx	newnode2473725	right ligament of larynx
newnode2473725	right ligament of larynx	newnode1999582	right intrinsic ligament of larynx
newnode2473725	right ligament of larynx	newnode7492411	right extrinsic ligament of larynx
FMA55131	ligaments of larynx	FMA54921	extrinsic ligament of larynx
FMA54921	extrinsic ligament of larynx	FMA55227	hyo-epiglottic ligament
FMA55131	ligaments of larynx	newnode3791585	left ligament of larynx
newnode3791585	left ligament of larynx	newnode2511614	left extrinsic ligament of larynx
newnode3791585	left ligament of larynx	newnode992205	left intrinsic ligament of larynx
FMA55131	ligaments of larynx	FMA72058	intrinsic ligament of larynx
FMA72058	intrinsic ligament of larynx	FMA55230	thyro-epiglottic ligament
newnode442243	ligaments of neck	FMA55135	thyrohyoid ligaments
FMA55135	thyrohyoid ligaments	newnode2226486	left thyrohyoid ligament
newnode2226486	left thyrohyoid ligament	newnode9109894	left lateral thyrohyoid ligament
FMA55135	thyrohyoid ligaments	FMA55138	median thyrohyoid ligament
FMA55135	thyrohyoid ligaments	FMA55139	lateral thyrohyoid ligament
FMA55135	thyrohyoid ligaments	newnode7202278	right thyrohyoid ligament
newnode7202278	right thyrohyoid ligament	newnode3746617	right lateral thyrohyoid ligament
newnode5955503	neck	FMA46619	muscles of pharynx
FMA46619	muscles of pharynx	FMA46620	constrictor muscle of pharynx
FMA46620	constrictor muscle of pharynx	FMA46623	inferior pharyngeal constrictor
FMA46623	inferior pharyngeal constrictor	FMA46636	left inferior pharyngeal constrictor
FMA46623	inferior pharyngeal constrictor	FMA46635	right inferior pharyngeal constrictor
FMA46620	constrictor muscle of pharynx	FMA46621	superior pharyngeal constrictor
FMA46621	superior pharyngeal constrictor	FMA46632	left superior pharyngeal constrictor
FMA46621	superior pharyngeal constrictor	FMA46631	right superior pharyngeal constrictor
FMA46621	superior pharyngeal constrictor	FMA55618	pterygomandibular raphe
FMA55618	pterygomandibular raphe	FMA55620	left pterygomandibular raphe
FMA55618	pterygomandibular raphe	FMA55619	right pterygomandibular raphe
FMA46621	superior pharyngeal constrictor	FMA55077	pharyngeal raphe
FMA46620	constrictor muscle of pharynx	FMA46622	middle pharyngeal constrictor
FMA46622	middle pharyngeal constrictor	FMA46633	right middle pharyngeal constrictor
FMA46622	middle pharyngeal constrictor	FMA46634	left middle pharyngeal constrictor
FMA46619	muscles of pharynx	FMA46664	stylopharyngeus
FMA46664	stylopharyngeus	FMA46667	right stylopharyngeus
FMA46664	stylopharyngeus	FMA46668	left stylopharyngeus
FMA46619	muscles of pharynx	FMA46665	salpingopharyngeus
FMA46665	salpingopharyngeus	FMA46669	right salpingopharyngeus
FMA46665	salpingopharyngeus	FMA46670	left salpingopharyngeus
FMA46619	muscles of pharynx	FMA46666	palatopharyngeus
FMA46666	palatopharyngeus	FMA46671	right palatopharyngeus
FMA46666	palatopharyngeus	FMA46672	left palatopharyngeus
newnode5955503	neck	newnode9617002	muscles of neck - deep anterior
newnode9617002	muscles of neck - deep anterior	FMA64829	scalene muscle
FMA64829	scalene muscle	FMA13386	scalenus medius
FMA13386	scalenus medius	FMA13391	left scalenus medius
FMA13386	scalenus medius	FMA13390	right scalenus medius
FMA64829	scalene muscle	FMA13387	scalenus posterior
FMA13387	scalenus posterior	FMA13389	left scalenus posterior
FMA13387	scalenus posterior	FMA13388	right scalenus posterior
FMA64829	scalene muscle	FMA13385	scalenus anterior
FMA13385	scalenus anterior	FMA13392	right scalenus anterior
FMA13385	scalenus anterior	FMA13393	left scalenus anterior
newnode9617002	muscles of neck - deep anterior	FMA71442	anterior cervical intertransversarii
newnode9617002	muscles of neck - deep anterior	FMA46308	longus capitis
FMA46308	longus capitis	FMA46310	left longus capitis
FMA46308	longus capitis	FMA46309	right longus capitis
newnode9617002	muscles of neck - deep anterior	FMA46316	rectus capitis lateralis
FMA46316	rectus capitis lateralis	FMA46318	left rectus capitis lateralis
FMA46316	rectus capitis lateralis	FMA46317	right rectus capitis lateralis
newnode9617002	muscles of neck - deep anterior	FMA46312	rectus capitis anterior
FMA46312	rectus capitis anterior	FMA46314	left rectus capitis anterior
FMA46312	rectus capitis anterior	FMA46313	right rectus capitis anterior
newnode9617002	muscles of neck - deep anterior	FMA46279	longus colli
FMA46279	longus colli	FMA46282	vertical intermediate part of longus colli
FMA46282	vertical intermediate part of longus colli	FMA46285	vertical intermediate part of right longus colli (available in BP3D 3.0)
FMA46282	vertical intermediate part of longus colli	FMA46286	vertical intermediate part of left longus colli
FMA46279	longus colli	FMA46281	inferior oblique part of longus colli
FMA46281	inferior oblique part of longus colli	FMA46288	inferior oblique part of left longus colli
FMA46281	inferior oblique part of longus colli	FMA46287	inferior oblique part of right longus colli (available in BP3D 3.0)
FMA46279	longus colli	FMA46280	superior oblique part of longus colli
FMA46280	superior oblique part of longus colli	FMA46284	superior oblique part of left longus colli
FMA46280	superior oblique part of longus colli	FMA46283	superior oblique part of right longus colli (available in BP3D 3.0)
newnode5955503	neck	FMA24138	cervical vertebral column
FMA24138	cervical vertebral column	FMA9915	cervical vertebra
FMA9915	cervical vertebra	FMA12521	third cervical vertebra
FMA9915	cervical vertebra	FMA12522	fourth cervical vertebra
FMA9915	cervical vertebra	FMA12520	axis
FMA9915	cervical vertebra	FMA12523	fifth cervical vertebra
FMA9915	cervical vertebra	FMA12525	seventh cervical vertebra
FMA9915	cervical vertebra	FMA12519	atlas
FMA9915	cervical vertebra	FMA12524	sixth cervical vertebra
FMA24138	cervical vertebral column	newnode5999002	intervertebral disks of cervical vertebral column
newnode5999002	intervertebral disks of cervical vertebral column	FMA13899	intervertebral disk of sixth cervical vertebra
newnode5999002	intervertebral disks of cervical vertebral column	FMA13900	intervertebral disk of seventh cervical vertebra
newnode5999002	intervertebral disks of cervical vertebral column	FMA25058	intervertebral disk of axis
newnode5999002	intervertebral disks of cervical vertebral column	FMA13896	intervertebral disk of third cervical vertebra
newnode5999002	intervertebral disks of cervical vertebral column	FMA13897	intervertebral disk of fourth cervical vertebra
newnode5999002	intervertebral disks of cervical vertebral column	FMA13898	intervertebral disk of fifth cervical vertebra
FMA7482	musculoskeletal system	FMA7185	right upper limb
FMA7185	right upper limb	FMA23218	right pectoral girdle
FMA23218	right pectoral girdle	newnode1180280	bones of right pectoral girdle
newnode1180280	bones of right pectoral girdle	FMA13395	right scapula
newnode1180280	bones of right pectoral girdle	FMA13322	right clavicle
FMA23218	right pectoral girdle	newnode9003582	muscles of right pectoral girdle
newnode9003582	muscles of right pectoral girdle	newnode6979289	anterior muscles of right pectoral girdle
newnode6979289	anterior muscles of right pectoral girdle	FMA13412	right subclavius
newnode6979289	anterior muscles of right pectoral girdle	newnode5811363	right pectoralis major
newnode5811363	right pectoralis major	FMA79979	sternocostal part of right pectoralis major
newnode5811363	right pectoralis major	newnode8815022	clavicular part of right pectoralis major
newnode5811363	right pectoralis major	FMA45874	abdominal part of right pectoralis major
newnode6979289	anterior muscles of right pectoral girdle	FMA13398	right serratus anterior
newnode6979289	anterior muscles of right pectoral girdle	FMA13375	right pectoralis minor
newnode9003582	muscles of right pectoral girdle	FMA33646	posterior muscles of right pectoral girdle
FMA33646	posterior muscles of right pectoral girdle	FMA13381	right rhomboid major
FMA33646	posterior muscles of right pectoral girdle	FMA32540	right levator scapulae
FMA33646	posterior muscles of right pectoral girdle	FMA13383	right rhomboid minor
FMA33646	posterior muscles of right pectoral girdle	newnode8630877	right rotator cuff
newnode8630877	right rotator cuff	FMA32553	right teres minor
newnode8630877	right rotator cuff	FMA13414	right subscapularis
newnode8630877	right rotator cuff	FMA32544	right supraspinatus
newnode8630877	right rotator cuff	FMA32547	right infraspinatus muscle
FMA33646	posterior muscles of right pectoral girdle	FMA32551	right teres major
newnode9003582	muscles of right pectoral girdle	newnode5758613	right deltoid muscles
newnode5758613	right deltoid muscles	FMA34680	clavicular part of right deltoid
newnode5758613	right deltoid muscles	FMA34682	acromial part of right deltoid
newnode5758613	right deltoid muscles	FMA34684	spinal part of right deltoid
FMA7185	right upper limb	FMA24880	right free upper limb
FMA24880	right free upper limb	FMA11345	right forearm
FMA11345	right forearm	newnode2232986	bones of right forearm
newnode2232986	bones of right forearm	FMA23467	right ulna
newnode2232986	bones of right forearm	FMA23464	right radius
FMA11345	right forearm	FMA23707	interosseous membrane of right forearm
FMA11345	right forearm	newnode1984302	muscles of right forearm
newnode1984302	muscles of right forearm	newnode8621602	muscle of posterior compartment of right forearm
newnode8621602	muscle of posterior compartment of right forearm	newnode8928047	superficial muscle of posterior compartment of right forearm
newnode8928047	superficial muscle of posterior compartment of right forearm	newnode2242034	right extensor carpi radialis brevis
newnode8928047	superficial muscle of posterior compartment of right forearm	newnode8183309	right extensor digitorum
newnode8928047	superficial muscle of posterior compartment of right forearm	newnode9114382	right extensor digiti minimi
newnode8928047	superficial muscle of posterior compartment of right forearm	newnode5538737	right extensor carpi ulnaris
newnode8928047	superficial muscle of posterior compartment of right forearm	newnode361774	right extensor carpi radialis longus
newnode8928047	superficial muscle of posterior compartment of right forearm	newnode8432305	right brachioradialis
newnode8621602	muscle of posterior compartment of right forearm	newnode2716810	deep muscle of posterior compartment of right forearm
newnode2716810	deep muscle of posterior compartment of right forearm	newnode5082541	right extensor indicis
newnode2716810	deep muscle of posterior compartment of right forearm	newnode9075147	right abductor pollicis longus
newnode2716810	deep muscle of posterior compartment of right forearm	newnode9439251	right supinator
newnode2716810	deep muscle of posterior compartment of right forearm	newnode5467428	right extensor pollicis brevis
newnode2716810	deep muscle of posterior compartment of right forearm	newnode2926601	right extensor pollicis longus
newnode1984302	muscles of right forearm	newnode7550740	muscle of anterior compartment of right forearm
newnode7550740	muscle of anterior compartment of right forearm	newnode9542721	deep muscle of anterior compartment of right forearm
newnode9542721	deep muscle of anterior compartment of right forearm	newnode6797820	right pronator quadratus
newnode9542721	deep muscle of anterior compartment of right forearm	newnode4663781	right flexor pollicis longus
newnode9542721	deep muscle of anterior compartment of right forearm	newnode4620441	right flexor digitorum profundus
newnode7550740	muscle of anterior compartment of right forearm	newnode8708362	superficial muscle of anterior compartment of right forearm
newnode8708362	superficial muscle of anterior compartment of right forearm	newnode7945012	right palmaris longus
newnode8708362	superficial muscle of anterior compartment of right forearm	newnode82307	right flexor carpi ulnaris
newnode82307	right flexor carpi ulnaris	newnode8998182	humeral head of right flexor carpi ulnaris
newnode82307	right flexor carpi ulnaris	newnode6802863	ulnar head of right flexor carpi ulnaris
newnode8708362	superficial muscle of anterior compartment of right forearm	newnode9052293	right flexor carpi radialis
newnode8708362	superficial muscle of anterior compartment of right forearm	newnode8927019	right pronator teres
newnode8927019	right pronator teres	newnode8194402	ulnar head of right pronator teres
newnode8927019	right pronator teres	newnode3262330	humeral head of right pronator teres
newnode8708362	superficial muscle of anterior compartment of right forearm	newnode9808149	right flexor digitorum superficialis
FMA24880	right free upper limb	newnode2770095	right hand
newnode2770095	right hand	newnode6297328	muscle of right hand
newnode6297328	muscle of right hand	FMA42398	lumbricals of right hand
newnode6297328	muscle of right hand	FMA42404	dorsal interossei of right hand
newnode6297328	muscle of right hand	newnode6215836	intrinsic muscle of right hand
newnode6215836	intrinsic muscle of right hand	newnode6122806	right thenar muscle
newnode6122806	right thenar muscle	newnode1922395	superficial head of right flexor pollicis brevis
newnode6122806	right thenar muscle	newnode3265243	right flexor pollicis brevis
newnode6122806	right thenar muscle	newnode7211918	right abductor pollicis brevis
newnode6122806	right thenar muscle	newnode3496397	right opponens pollicis
newnode6215836	intrinsic muscle of right hand	newnode5091223	right adductor pollicis
newnode5091223	right adductor pollicis	newnode2076683	oblique head of right adductor pollicis
newnode5091223	right adductor pollicis	newnode8778172	transverse head of right adductor pollicis
newnode6215836	intrinsic muscle of right hand	newnode637981	right hypothenar muscle
newnode637981	right hypothenar muscle	newnode7460378	abductor digiti minimi of right hand
newnode637981	right hypothenar muscle	newnode4772343	opponens digiti minimi of right hand
newnode637981	right hypothenar muscle	newnode9165156	flexor digiti minimi brevis of right hand
newnode6297328	muscle of right hand	FMA42402	palmar interossei of right hand
newnode2770095	right hand	FMA9713	bones of right hand
FMA9713	bones of right hand	FMA60325	right thumb
FMA60325	right thumb	FMA24459	distal phalanx of right thumb
FMA60325	right thumb	FMA24450	proximal phalanx of right thumb
FMA9713	bones of right hand	FMA60327	right little finger
FMA60327	right little finger	FMA24454	proximal phalanx of right little finger
FMA60327	right little finger	FMA24463	distal phalanx of right little finger
FMA60327	right little finger	FMA24458	middle phalanx of right little finger
FMA9713	bones of right hand	FMA61068	metacarpal bones of right hand
FMA61068	metacarpal bones of right hand	FMA24466	right second metacarpal bone
FMA61068	metacarpal bones of right hand	FMA24464	right first metacarpal bone
FMA61068	metacarpal bones of right hand	FMA24468	right third metacarpal bone
FMA61068	metacarpal bones of right hand	FMA24470	right fourth metacarpal bone
FMA61068	metacarpal bones of right hand	FMA24472	right fifth metacarpal bone
FMA9713	bones of right hand	FMA60333	right index finger
FMA60333	right index finger	FMA24460	distal phalanx of right index finger
FMA60333	right index finger	FMA24455	middle phalanx of right index finger
FMA60333	right index finger	FMA24451	proximal phalanx of right index finger
FMA9713	bones of right hand	FMA60331	right middle finger
FMA60331	right middle finger	FMA24461	distal phalanx of right middle finger
FMA60331	right middle finger	FMA24456	middle phalanx of right middle finger
FMA60331	right middle finger	FMA24452	proximal phalanx of right middle finger
FMA9713	bones of right hand	FMA60329	right ring finger
FMA60329	right ring finger	FMA24457	middle phalanx of right ring finger
FMA60329	right ring finger	FMA24453	proximal phalanx of right ring finger
FMA60329	right ring finger	FMA24462	distal phalanx of right ring finger
FMA24880	right free upper limb	FMA24940	right wrist
FMA24940	right wrist	FMA58448	investing fascia of right wrist
FMA58448	investing fascia of right wrist	FMA40120	flexor retinaculum of right wrist
FMA24940	right wrist	newnode1885938	bones of right wrist
newnode1885938	bones of right wrist	newnode5278691	right proximal carpal bone
newnode5278691	right proximal carpal bone	FMA24437	right lunate
newnode5278691	right proximal carpal bone	FMA24439	right triquetral
newnode5278691	right proximal carpal bone	FMA24441	right pisiform
newnode5278691	right proximal carpal bone	FMA24435	right scaphoid
newnode1885938	bones of right wrist	newnode6260143	right distal carpal bone
newnode6260143	right distal carpal bone	FMA24446	right capitate
newnode6260143	right distal carpal bone	FMA23725	right trapezoid
newnode6260143	right distal carpal bone	FMA24443	right trapezium
newnode6260143	right distal carpal bone	FMA24448	right hamate
FMA24880	right free upper limb	newnode4352087	right arm
newnode4352087	right arm	newnode3847765	muscles of right arm
newnode3847765	muscles of right arm	newnode8481976	muscle of posterior compartment right of arm
newnode8481976	muscle of posterior compartment right of arm	newnode9897073	right anconeus
newnode8481976	muscle of posterior compartment right of arm	newnode3274915	lateral head of right triceps brachii
newnode8481976	muscle of posterior compartment right of arm	newnode7008129	medial head of right triceps brachii
newnode8481976	muscle of posterior compartment right of arm	newnode8736860	long head of right triceps brachii
newnode3847765	muscles of right arm	newnode9197231	muscle of anterior compartment of right arm
newnode9197231	muscle of anterior compartment of right arm	newnode107792	right coracobrachialis
newnode9197231	muscle of anterior compartment of right arm	newnode9055495	right brachialis
newnode9197231	muscle of anterior compartment of right arm	newnode4683096	short head of right biceps brachii
newnode9197231	muscle of anterior compartment of right arm	newnode2961673	long head of right biceps brachii
newnode4352087	right arm	newnode7062538	bones of right arm
newnode7062538	bones of right arm	FMA23130	right humerus
FMA7482	musculoskeletal system	FMA7186	left upper limb
FMA7186	left upper limb	FMA23219	left pectoral girdle
FMA23219	left pectoral girdle	newnode440403	muscles of left pectoral girdle
newnode440403	muscles of left pectoral girdle	FMA33647	posterior muscles of left pectoral girdle
FMA33647	posterior muscles of left pectoral girdle	FMA13382	left rhomboid major
FMA33647	posterior muscles of left pectoral girdle	newnode2216396	left rotator cuff
newnode2216396	left rotator cuff	FMA32545	left supraspinatus
newnode2216396	left rotator cuff	FMA32548	left infraspinatus
newnode2216396	left rotator cuff	FMA32554	left teres minor
newnode2216396	left rotator cuff	FMA13415	left subscapularis
FMA33647	posterior muscles of left pectoral girdle	FMA32552	left teres major
FMA33647	posterior muscles of left pectoral girdle	FMA32541	left levator scapulae
FMA33647	posterior muscles of left pectoral girdle	FMA13384	left rhomboid minor
newnode440403	muscles of left pectoral girdle	newnode4540643	anterior muscles of left pectoral girdle
newnode4540643	anterior muscles of left pectoral girdle	FMA13411	left subclavius
newnode4540643	anterior muscles of left pectoral girdle	FMA13376	left pectoralis minor
newnode4540643	anterior muscles of left pectoral girdle	FMA13399	left serratus anterior
newnode4540643	anterior muscles of left pectoral girdle	newnode9942391	left pectoralis major
newnode9942391	left pectoralis major	FMA79980	sternocostal part of left pectoralis major
newnode9942391	left pectoralis major	newnode3203073	clavicular part of left pectoralis major
newnode9942391	left pectoralis major	FMA45875	abdominal part of left pectoralis major
FMA23219	left pectoral girdle	newnode1620554	bones of left pectoral girdle
newnode1620554	bones of left pectoral girdle	FMA13396	left scapula
newnode1620554	bones of left pectoral girdle	FMA13323	left clavicle
FMA23219	left pectoral girdle	newnode3105071	left deltoid muscles
newnode3105071	left deltoid muscles	FMA34681	clavicular part of left deltoid
newnode3105071	left deltoid muscles	FMA34683	acromial part of left deltoid
newnode3105071	left deltoid muscles	FMA34685	spinal part of left deltoid
FMA7186	left upper limb	FMA24881	left free upper limb
FMA24881	left free upper limb	FMA11346	left forearm
FMA11346	left forearm	newnode9190531	muscles of left forearm
newnode9190531	muscles of left forearm	newnode1650574	muscle of anterior compartment of left forearm
newnode1650574	muscle of anterior compartment of left forearm	newnode6852909	deep muscle of anterior compartment of left forearm
newnode6852909	deep muscle of anterior compartment of left forearm	newnode2980769	left flexor digitorum profundus
newnode6852909	deep muscle of anterior compartment of left forearm	newnode7105127	left flexor pollicis longus
newnode6852909	deep muscle of anterior compartment of left forearm	newnode3266417	left pronator quadratus
newnode1650574	muscle of anterior compartment of left forearm	newnode4680696	superficial muscle of anterior compartment of left forearm
newnode4680696	superficial muscle of anterior compartment of left forearm	newnode4682051	left flexor digitorum superficialis
newnode4680696	superficial muscle of anterior compartment of left forearm	newnode6871995	left flexor carpi ulnaris
newnode6871995	left flexor carpi ulnaris	newnode9096831	ulnar head of left flexor carpi ulnaris
newnode6871995	left flexor carpi ulnaris	newnode1008452	humeral head of left flexor carpi ulnaris
newnode4680696	superficial muscle of anterior compartment of left forearm	newnode1289461	left palmaris longus
newnode4680696	superficial muscle of anterior compartment of left forearm	newnode8813295	left pronator teres
newnode8813295	left pronator teres	newnode7457069	ulnar head of left pronator teres
newnode8813295	left pronator teres	newnode3560938	humeral head of left pronator teres
newnode4680696	superficial muscle of anterior compartment of left forearm	newnode8548135	left flexor carpi radialis
newnode9190531	muscles of left forearm	newnode9840696	muscle of posterior compartment of left forearm
newnode9840696	muscle of posterior compartment of left forearm	newnode2576863	deep muscle of posterior compartment of left forearm
newnode2576863	deep muscle of posterior compartment of left forearm	newnode9923771	left supinator
newnode2576863	deep muscle of posterior compartment of left forearm	newnode771004	left extensor pollicis brevis
newnode2576863	deep muscle of posterior compartment of left forearm	newnode1512916	left extensor indicis
newnode2576863	deep muscle of posterior compartment of left forearm	newnode8350853	left abductor pollicis longus
newnode2576863	deep muscle of posterior compartment of left forearm	newnode3877493	left extensor pollicis longus
newnode9840696	muscle of posterior compartment of left forearm	newnode5263965	superficial muscle of posterior compartment of left forearm
newnode5263965	superficial muscle of posterior compartment of left forearm	newnode4086563	left extensor carpi radialis longus
newnode5263965	superficial muscle of posterior compartment of left forearm	newnode9730395	left extensor carpi ulnaris
newnode5263965	superficial muscle of posterior compartment of left forearm	newnode5486489	left extensor digiti minimi
newnode5263965	superficial muscle of posterior compartment of left forearm	newnode6353681	left brachioradialis
newnode5263965	superficial muscle of posterior compartment of left forearm	newnode3903863	left extensor digitorum
newnode5263965	superficial muscle of posterior compartment of left forearm	newnode6269630	left extensor carpi radialis brevis
FMA11346	left forearm	FMA58576	investing fascia of left forearm
FMA11346	left forearm	newnode7936962	bones of left forearm
newnode7936962	bones of left forearm	FMA23465	left radius
newnode7936962	bones of left forearm	FMA23468	left ulna
FMA11346	left forearm	FMA23708	interosseous membrane of left forearm
FMA24881	left free upper limb	FMA24896	left arm
FMA24896	left arm	newnode2780144	muscles of left arm
newnode2780144	muscles of left arm	newnode3002092	muscle of posterior compartment of left arm
newnode3002092	muscle of posterior compartment of left arm	newnode4770217	medial head of left triceps brachii
newnode3002092	muscle of posterior compartment of left arm	newnode7444196	lateral head of left triceps brachii
newnode3002092	muscle of posterior compartment of left arm	newnode1735306	left anconeus
newnode3002092	muscle of posterior compartment of left arm	newnode5625113	long head of left triceps brachii
