concept id	name	element file id
newnode9620276	vertebral column	FJ1544M
newnode9620276	vertebral column	FJ3290
newnode9620276	vertebral column	FJ1548
newnode9620276	vertebral column	FJ1545
newnode9620276	vertebral column	FJ1544
newnode9620276	vertebral column	FJ1547
newnode9620276	vertebral column	FJ1546
newnode9620276	vertebral column	FJ1541
newnode9620276	vertebral column	FJ1540
newnode9620276	vertebral column	FJ1543
newnode9620276	vertebral column	FJ1542
newnode1153250	intervertebral disk of tenth thoracic vertebra	FJ3209
newnode7630980	intervertebral disk of fourth thoracic vertebra	FJ3203
newnode2461325	intervertebral disk of eleventh thoracic vertebra	FJ3210
newnode6597000	intervertebral disk of twelfth thoracic vertebra	FJ3211
newnode8127478	intervertebral disk of ninth thoracic vertebra	FJ3208
newnode9402070	intervertebral disk of first thoracic vertebra	FJ3222
newnode9637365	intervertebral disk of second thoracic vertebra	FJ3223
newnode5802291	intervertebral disk of fifth thoracic vertebra	FJ3204
newnode822009	intervertebral disk of seventh thoracic vertebra	FJ3206
newnode2533793	intervertebral disk of eighth thoracic vertebra	FJ3207
newnode1199108	intervertebral disk of sixth thoracic vertebra	FJ3205
newnode6381225	intervertebral disk of third thoracic vertebra	FJ3224
newnode304947	tenth thoracic vertebra	FJ3154
newnode6956506	third thoracic vertebra	FJ3163
newnode3702338	seventh thoracic vertebra	FJ3173
newnode8434806	fourth thoracic vertebra	FJ3166
newnode8594364	sixth thoracic vertebra	FJ3171
newnode7883398	first thoracic vertebra	FJ3158
newnode4901072	eighth thoracic vertebra	FJ3174
newnode7816246	twelfth thoracic vertebra	FJ3156
newnode1158434	fifth thoracic vertebra	FJ3169
newnode9999044	ninth thoracic vertebra	FJ3175
newnode3337041	eleventh thoracic vertebra	FJ3155
newnode4809193	second thoracic vertebra	FJ3160
newnode9244776	intervertebral disk of second lumbar vertebra	FJ3214
newnode9004549	intervertebral disk of third lumbar vertebra	FJ3215
newnode3855302	intervertebral disk of first lumbar vertebra	FJ3212
newnode2158506	intervertebral disk of fourth lumbar vertebra	FJ3216
newnode3620583	intervertebral disk of fifth lumbar vertebra	FJ3217
newnode1198856	second lumbar vertebra	FJ3159
newnode3253526	first lumbar vertebra	FJ3157
newnode1763469	third lumbar vertebra	FJ3162
newnode85838	fifth lumbar vertebra	FJ3168
newnode7228095	fourth lumbar vertebra	FJ3165
newnode8065088	sacrum	FJ3393
newnode6464114	rib cage	FJ3290
newnode6464114	rib cage	FJ3153
newnode6464114	rib cage	FJ3178
newnode9663600	left third costal cartilage	FJ3245
newnode8130823	left second costal cartilage	FJ3242
newnode867724	left fifth costal cartilage	FJ3251
newnode1437142	left first costal cartilage	FJ3239
newnode8220468	left fourth costal cartilage	FJ3248
newnode6554793	left seventh costal cartilage	FJ3255
newnode3398136	left sixth costal cartilage	FJ3254
newnode6459129	left eighth rib	FJ3235
newnode6645744	left tenth rib	FJ3225
newnode5494501	left twelfth rib	FJ3227
newnode7375551	left ninth rib	FJ3236
newnode9885844	left eleventh rib	FJ3226
newnode5642323	left first rib	FJ3228
newnode3934438	left sixth rib	FJ3233
newnode1500584	left fifth rib	FJ3232
newnode8548099	left seventh rib	FJ3234
newnode6612884	left second rib	FJ3229
newnode7866376	left fourth rib	FJ3231
newnode9611291	left third rib	FJ3230
newnode7255430	right fifth costal cartilage	FJ3341
newnode9159896	right second costal cartilage	FJ3335
newnode5441509	right seventh costal cartilage	FJ3345
newnode2132930	right fourth costal cartilage	FJ3339
newnode4483336	right third costal cartilage	FJ3337
newnode7799442	right sixth costal cartilage	FJ3343
newnode4659460	right first costal cartilage	FJ3333
newnode3433936	right ninth rib	FJ3348
newnode9351382	right eighth rib	FJ3347
newnode6064156	right tenth rib	FJ3330
newnode6339972	right eleventh rib	FJ3331
newnode7274147	right twelfth rib	FJ3332
newnode4334775	right sixth rib	FJ3344
newnode7449604	right third rib	FJ3338
newnode7761396	right second rib	FJ3336
newnode7680028	right seventh rib	FJ3346
newnode9855544	right fifth rib	FJ3342
newnode7445638	right first rib	FJ3334
newnode1580156	right fourth rib	FJ3340
newnode6646525	xiphoid process	FJ3153
newnode9811779	manubrium	FJ3290
newnode4620134	body of sternum	FJ3178
newnode8559380	left adductor magnus	FJ1403M
newnode8587228	left adductor longus	FJ1402M
newnode306246	left pectineus	FJ1427M
newnode7516961	left adductor minimus	FJ1404M
newnode5510719	left gracilis	FJ1421M
newnode2175220	left adductor brevis	FJ1401M
newnode3258413	left semitendinosus	FJ1436M
newnode3457426	short head of left biceps femoris	FJ1444M
newnode427161	long head of left biceps femoris	FJ1395M
newnode6153903	left semimembranosus	FJ1435M
newnode7827932	left vastus lateralis	FJ1442M
newnode4329526	left vastus intermedius	FJ1441M
newnode7262930	left vastus medialis	FJ1443M
newnode977982	left rectus femoris	FJ1433M
newnode3071162	left sartorius	FJ1434M
FMA58777	left iliotibial tract	FJ1423M
FMA24475	left femur	FJ3259
newnode1812048	first plantar interosseous of left foot	FJ1384M
newnode4002011	third plantar interosseous of left foot	FJ1388M
newnode4239054	second plantar interosseous of left foot	FJ1386M
newnode1865004	left flexor digitorum brevis	FJ1413M
newnode1865587	abductor digiti minimi of left foot	FJ1390M
newnode5863823	lateral head of left flexor hallucis brevis	FJ1393M
newnode8935418	medial head of left flexor hallucis brevis	FJ1396M
newnode6669199	left abductor hallucis	FJ1400M
newnode8386402	left flexor accessorius	FJ1412M
newnode4294849	second lumbrical of left foot	FJ1385M
newnode8906244	third lumbrical of left foot	FJ1387M
newnode9963244	first lumbrical of left foot	FJ1383M
newnode4561438	fourth lumbrical of left foot	FJ1389M
newnode671856	transverse head of left adductor hallucis	FJ1445M
newnode4252471	oblique head of left adductor hallucis	FJ1398M
newnode430234	opponens digiti minimi of left foot	FJ1399M
newnode8187225	flexor digiti minimi brevis of left foot	FJ1391M
newnode4368327	left extensor hallucis brevis	FJ1407M
FMA32655	distal phalanx of left third toe	FJ3180
FMA32637	proximal phalanx of left third toe	FJ3311
FMA32645	middle phalanx of left third toe	FJ3294
FMA24529	left cuboid bone	FJ3258
FMA32659	distal phalanx of left little toe	FJ3185
FMA230988	middle phalanx of left little toe	FJ3298
FMA32641	proximal phalanx of left little toe	FJ3315
FMA24501	navicular bone of left foot	FJ3307
FMA32653	distal phalanx of left second toe	FJ3179
FMA32643	middle phalanx of left second toe	FJ3293
FMA32635	proximal phalanx of left second toe	FJ3328
FMA32639	proximal phalanx of left fourth toe	FJ3312
FMA32647	middle phalanx of left fourth toe	FJ3295
FMA32657	distal phalanx of left fourth toe	FJ3181
FMA24522	left medial cuneiform bone	FJ3271
FMA45098	sesamoid bone of left foot	FJ3270
FMA45098	sesamoid bone of left foot	FJ3266
FMA24498	left calcaneus	FJ3256
FMA24526	left lateral cuneiform bone	FJ3267
FMA32651	distal phalanx of left big toe	FJ3182
FMA43254	proximal phalanx of left big toe	FJ3329
FMA24524	left intermediate cuneiform bone	FJ3264
FMA24483	left talus	FJ3280
FMA24516	left fifth metatarsal bone	FJ3253
FMA24508	left first metatarsal bone	FJ3241
FMA24514	left fourth metatarsal bone	FJ3250
FMA24510	left second metatarsal bone	FJ3244
FMA24512	left third metatarsal bone	FJ3247
newnode3799166	left long plantar ligament	FJ1424M
FMA24487	left patella	FJ3275
newnode7617200	left calcaneal tendon	FJ1405M
FMA24478	left tibia	FJ3282
FMA24481	left fibula	FJ3260
FMA35193	interosseous membrane of left leg	FJ1392M
newnode7377162	left extensor hallucis longus	FJ1408M
newnode5525307	left extensor digitorum longus	FJ1406M
newnode409652	left tibialis anterior	FJ1439M
newnode6850518	left fibularis tertius	FJ1411M
newnode5123935	left fibularis brevis	FJ1409M
newnode8329116	left fibularis longus	FJ1410M
newnode4840238	left soleus	FJ1437M
newnode1998715	medial head of left gastrocnemius	FJ1397M
newnode4759616	lateral head of left gastrocnemius	FJ1394M
newnode5952599	left plantaris	FJ1429M
newnode9316343	left popliteus	FJ1430M
newnode7601519	left flexor digitorum longus	FJ1414M
newnode9895321	left flexor hallucis longus	FJ1415M
newnode3750813	left tibialis posterior	FJ1440M
FMA24966	left hip	FJ3288
newnode1779075	left piriformis	FJ1428M
newnode777693	left gluteus minimus	FJ1420M
newnode3787060	left quadratus femoris	FJ1432M
newnode3454729	left gluteus maximus	FJ1418M
newnode1394561	left tensor fasciae latae	FJ1438M
newnode3228465	left obturator externus	FJ1425M
newnode7543484	left obturator internus	FJ1426M
newnode9933366	left gemellus inferior	FJ1416M
newnode6000691	left gemellus superior	FJ1417M
newnode5510013	left gluteus medius	FJ1419M
FMA22323	left iliacus	FJ1422M
FMA71194	right lobe of thymus	FJ3151
FMA71195	left lobe of thymus	FJ3150
FMA7196	spleen	FJ2561
FMA9668	endocrine system	FJ2629
FMA9668	endocrine system	FJ1896
FMA9668	endocrine system	FJ2630
FMA9668	endocrine system	FJ1895
FMA15630	left adrenal gland	FJ3129
FMA13889	pituitary gland	FJ1796
FMA15629	right adrenal gland	FJ3130
FMA61842	septum pellucidum	FJ1832
FMA78469	fourth ventricle	FJ1731
FMA78450	left lateral ventricle	FJ1767
FMA78449	right lateral ventricle	FJ1814
FMA78497	central canal	FJ1737
FMA78467	cerebral aqueduct	FJ1738
FMA75351	interventricular foramen	FJ1752
FMA61934	choroid plexus	FJ1803
FMA61934	choroid plexus	FJ1755
FMA78454	third ventricle	FJ1730
FMA61975	lamina terminalis	FJ1812
FMA61975	lamina terminalis	FJ1764
FMA61970	commissure of fornix	FJ1741
FMA72672	left superior parietal lobule	FJ1835
FMA72670	left angular gyrus	FJ1732
FMA72668	left supramarginal gyrus	FJ1841
FMA72666	left postcentral gyrus	FJ1797
FMA72976	left occipital lobe	FJ1791
FMA260794	white matter of left cerebral hemisphere	FJ1758
FMA72907	left internal capsule	FJ1750
FMA61961	anterior commissure	FJ1734
FMA86464	corpus callosum	FJ1742
FMA72925	left fornix of forebrain	FJ1756
FMA72940	left stria terminalis	FJ1778
FMA72833	left amygdala	FJ1753
FMA72829	left putamen	FJ1776
FMA72827	left caudate nucleus	FJ1754
FMA72831	left globus pallidus	FJ1757
FMA72662	left precentral gyrus	FJ1800
FMA256194	left orbital gyrus	FJ1793
FMA72656	left middle frontal gyrus	FJ1787
FMA72654	left superior frontal gyrus	FJ1833
FMA72658	left inferior frontal gyrus	FJ1744
FMA72978	left insula	FJ1748
FMA72706	left parahippocampal gyrus	FJ1785
FMA72801	anterior part of left superior temporal gyrus	FJ1837
FMA72805	posterior part of left superior temporal gyrus	FJ1839
FMA72688	left inferior temporal gyrus	FJ1746
FMA72686	left middle temporal gyrus	FJ1789
FMA72690	left fusiform gyrus	FJ1783
FMA72718	left cingulate gyrus	FJ1739
FMA72714	left hippocampus	FJ1759
FMA72665	right postcentral gyrus	FJ1798
FMA72667	right supramarginal gyrus	FJ1842
FMA72669	right angular gyrus	FJ1733
FMA72671	right superior parietal lobule	FJ1836
FMA72977	right insula	FJ1749
FMA72828	right putamen	FJ1823
FMA72832	right amygdala	FJ1829
FMA72826	right caudate nucleus	FJ1802
FMA72830	right globus pallidus	FJ1805
FMA72975	right occipital lobe	FJ1792
FMA72717	right cingulate gyrus	FJ1740
FMA72713	right hippocampus	FJ1807
FMA72687	right inferior temporal gyrus	FJ1747
FMA72685	right middle temporal gyrus	FJ1790
FMA72804	posterior part of right superior temporal gyrus	FJ1840
FMA72800	anterior part of right superior temporal gyrus	FJ1838
FMA72689	right fusiform gyrus	FJ1784
FMA72705	right parahippocampal gyrus	FJ1786
FMA260791	white matter of right cerebral hemisphere	FJ1806
FMA72906	right internal capsule	FJ1751
FMA61974	right stria terminalis	FJ1825
FMA72924	right fornix of forebrain	FJ1804
FMA72653	right superior frontal gyrus	FJ1834
FMA72655	right middle frontal gyrus	FJ1788
newnode3940464	right orbital gyrus	FJ1794
FMA72657	right inferior frontal gyrus	FJ1745
FMA72661	right precentral gyrus	FJ1801
FMA67943	pons	FJ1775
FMA67943	pons	FJ1822
FMA62004	medulla oblongata	FJ1769
FMA62004	medulla oblongata	FJ1831
FMA61993	midbrain	FJ1817
FMA61993	midbrain	FJ1770
newnode5199532	cerebral aqueduct	FJ1738
FMA83740	interpeduncular fossa	FJ1811
FMA83740	interpeduncular fossa	FJ1763
FMA73423	left superior colliculus	FJ1779
FMA73422	right superior colliculus	FJ1826
FMA73434	right inferior colliculus	FJ1810
FMA73435	left inferior colliculus	FJ1762
FMA62072	posterior commissure	FJ1799
FMA62394	cerebral peduncles	FJ1821
FMA62394	cerebral peduncles	FJ1774
FMA73462	brachium of left superior colliculus	FJ1735
FMA73461	brachium of right superior colliculus	FJ1736
FMA73464	brachium of left inferior colliculus	FJ1761
FMA73463	brachium of right inferior colliculus	FJ1809
FMA62008	hypothalamus	FJ1760
FMA62008	hypothalamus	FJ1808
FMA62327	tuber cinereum	FJ1828
FMA62327	tuber cinereum	FJ1780
FMA74877	mammillary body	FJ1768
FMA74877	mammillary body	FJ1815
FMA258716	left thalamus	FJ1782
FMA258714	right thalamus	FJ1827
FMA73414	left stria medullaris of thalamus	FJ1777
FMA73413	right stria medullaris of thalamus	FJ1824
FMA73303	right lateral geniculate body	FJ1813
FMA73304	left lateral geniculate body	FJ1766
FMA73310	left medial geniculate body	FJ1816M
FMA73309	right medial geniculate body	FJ1816
FMA62032	habenula	FJ1743
FMA62033	pineal body	FJ1795
FMA62045	optic chiasm	FJ1771
FMA62045	optic chiasm	FJ1818
FMA67944	cerebellum	FJ1830
FMA67944	cerebellum	FJ1781
FMA83966	tentorium cerebelli	FJ1843
FMA59090	tarsal plate of left lower eyelid	FJ1328
newnode8540308	left levator palpebrae superioris	FJ1306
FMA59092	tarsal plate of left upper eyelid	FJ1324
newnode3831482	left lateral rectus	FJ1304
newnode5804790	left superior rectus	FJ1323
newnode920813	left medial rectus	FJ1308
newnode4882954	left superior oblique	FJ1322
newnode2008462	left inferior rectus	FJ1295
FMA49073	left common tendinous ring	FJ1291
newnode5917092	left inferior oblique	FJ1294
FMA50878	left optic nerve	FJ1313
FMA50878	left optic nerve	FJ1772
FMA67936	left optic tract	FJ1773
newnode2572944	left trochlea of superior oblique	FJ1329
newnode3052776	left check ligament of medial rectus	FJ1292
newnode1919476	left check ligament of lateral rectus	FJ1284
FMA72953	orbital part of left eye	FJ1317
FMA72953	orbital part of left eye	FJ1282
FMA72953	orbital part of left eye	FJ1305
FMA72953	orbital part of left eye	FJ1299
FMA72953	orbital part of left eye	FJ1320
FMA72953	orbital part of left eye	FJ1331
FMA72953	orbital part of left eye	FJ1289
FMA72953	orbital part of left eye	FJ1286
FMA72953	orbital part of left eye	FJ1297
FMA72953	orbital part of left eye	FJ1285
FMA59103	left lacrimal gland	FJ1299
FMA59546	left lacrimal sac	FJ1309
FMA59583	left lacrimal canaliculus	FJ1298
FMA59556	left nasolacrimal duct	FJ1302
FMA59542	left lacrimal lake	FJ1301
FMA58082	anterior chamber of left eyeball	FJ1282
FMA12515	left eyeball	FJ1282
FMA58608	optic part of left retina	FJ1316
FMA58100	wall of left eyeball	FJ1286
FMA58100	wall of left eyeball	FJ1285
FMA58240	left cornea	FJ1289
FMA58272	left sclera	FJ1317
FMA58243	left lens	FJ1305
FMA58829	left vitreous body	FJ1331
FMA58840	suspensory ligament of left lens	FJ1320
FMA58484	left corona ciliaris	FJ1287
FMA58237	left iris	FJ1297
FMA58108	vascular layer of left eyeball	FJ1297
FMA58300	left choroid	FJ1286
FMA58300	left choroid	FJ1285
newnode1950211	left short ciliary nerve	FJ1319
FMA52577	inferior branch of left oculomotor nerve	FJ1293
FMA52575	superior branch of left oculomotor nerve	FJ1321
FMA50882	left trochlear nerve	FJ1330
newnode2807449	left long ciliary nerve	FJ1318
FMA53550	left ciliary ganglion	FJ1288
newnode3011078	left communicating branch of nasociliary nerve with ciliary ganglion	FJ1311
newnode1934002	left ophthalmic nerve	FJ1312
newnode3472436	left frontal nerve	FJ1290
newnode6754174	left supratrochlear nerve	FJ1326
newnode2335927	left nasociliary nerve	FJ1318
newnode2335927	left nasociliary nerve	FJ1310
newnode2335927	left nasociliary nerve	FJ1311
newnode4760128	left infratrochlear nerve	FJ1296
newnode9137590	left posterior ethmoidal nerve	FJ1315
newnode5590448	left anterior ethmoidal nerve	FJ1283
newnode8330426	left supra-orbital nerve	FJ1325
newnode7310394	left lacrimal nerve	FJ1300
FMA59102	right lacrimal gland	FJ1350
FMA59541	right lacrimal lake	FJ1352
FMA59582	right lacrimal canaliculus	FJ1349
FMA59545	right lacrimal sac	FJ1360
FMA59555	right nasolacrimal duct	FJ1353
FMA62382	right optic tract	FJ1820
FMA50875	right optic nerve	FJ1364
FMA50875	right optic nerve	FJ1819
FMA58607	optic part of right retina	FJ1367
FMA58236	right iris	FJ1348
FMA58271	right sclera	FJ1368
FMA58239	right cornea	FJ1340
FMA58483	right corona ciliaris	FJ1338
FMA58839	suspensory ligament of right lens	FJ1371
FMA58828	right vitreous body	FJ1382
FMA58107	vascular layer of right eyeball	FJ1348
FMA58299	right choroid	FJ1336
FMA58299	right choroid	FJ1337
FMA58242	right lens	FJ1356
FMA58081	anterior chamber of right eyeball	FJ1332
newnode4365166	right lateral rectus	FJ1355
FMA49072	right common tendinous ring	FJ1342
newnode8298885	right superior rectus	FJ1374
newnode1681831	right superior oblique	FJ1373
newnode7655183	right inferior oblique	FJ1345
newnode8842316	right inferior rectus	FJ1346
newnode8794453	right medial rectus	FJ1359
FMA59089	tarsal plate of right lower eyelid	FJ1379
FMA59091	tarsal plate of right upper eyelid	FJ1375
newnode4390438	right levator palpebrae superioris	FJ1357
FMA54159	tendon of right levator palpebrae superioris	FJ1343
newnode4786691	right long ciliary nerve	FJ1369
newnode2985953	right short ciliary nerve	FJ1370
newnode7447182	right ophthalmic nerve	FJ1363
newnode3852853	right frontal nerve	FJ1341
newnode1826999	right supratrochlear nerve	FJ1377
newnode9936514	right nasociliary nerve	FJ1369
newnode9936514	right nasociliary nerve	FJ1361
newnode9936514	right nasociliary nerve	FJ1362
newnode2506987	right posterior ethmoidal nerve	FJ1366
newnode272131	right infratrochlear nerve	FJ1347
newnode6418060	right anterior ethmoidal nerve	FJ1333
newnode5061901	right supra-orbital nerve	FJ1376
newnode7863063	right lacrimal nerve	FJ1351
FMA50881	right trochlear nerve	FJ1381
newnode9139479	right communicating branch of nasociliary nerve with ciliary ganglion	FJ1362
FMA52574	superior branch of right oculomotor nerve	FJ1372
FMA52576	inferior branch of right oculomotor nerve	FJ1344
FMA53549	right ciliary ganglion	FJ1339
newnode7976676	right trochlea of superior oblique	FJ1380
newnode2865148	right check ligament of lateral rectus	FJ1334
newnode5475607	right check ligament of medial rectus	FJ1335
FMA72952	orbital part of right eye	FJ1336
FMA72952	orbital part of right eye	FJ1368
FMA72952	orbital part of right eye	FJ1337
FMA72952	orbital part of right eye	FJ1348
FMA72952	orbital part of right eye	FJ1356
FMA72952	orbital part of right eye	FJ1350
FMA72952	orbital part of right eye	FJ1371
FMA72952	orbital part of right eye	FJ1382
FMA72952	orbital part of right eye	FJ1340
FMA15572	left ureter	FJ3144
FMA7205	left kidney	FJ3145
FMA7204	right kidney	FJ3147
FMA15571	right ureter	FJ3146
FMA19667	urethra	FJ3148
FMA15900	urinary bladder	FJ3149
FMA7158	respiratory system	FJ3131
FMA7375	inferior lingular bronchopulmonary segment	FJ2935
FMA7375	inferior lingular bronchopulmonary segment	FJ2934
FMA7375	inferior lingular bronchopulmonary segment	FJ2475
FMA7375	inferior lingular bronchopulmonary segment	FJ2441
FMA7373	left anterior bronchopulmonary segment	FJ2902
FMA7373	left anterior bronchopulmonary segment	FJ2904
FMA7373	left anterior bronchopulmonary segment	FJ2910
FMA7373	left anterior bronchopulmonary segment	FJ2909
FMA7373	left anterior bronchopulmonary segment	FJ2906
FMA7373	left anterior bronchopulmonary segment	FJ2905
FMA7373	left anterior bronchopulmonary segment	FJ2908
FMA7373	left anterior bronchopulmonary segment	FJ2907
FMA68222	left anterior segmental bronchial tree	FJ2469
FMA68222	left anterior segmental bronchial tree	FJ2468
FMA68222	left anterior segmental bronchial tree	FJ2443
FMA68222	left anterior segmental bronchial tree	FJ2467
FMA68222	left anterior segmental bronchial tree	FJ2472
FMA68222	left anterior segmental bronchial tree	FJ2471
FMA68222	left anterior segmental bronchial tree	FJ2474
FMA68222	left anterior segmental bronchial tree	FJ2473
FMA68225	left posterior segmental bronchial tree	FJ2447
FMA68225	left posterior segmental bronchial tree	FJ2465
FMA68225	left posterior segmental bronchial tree	FJ2466
FMA68318	inferior division of upper lobe part of left bronchial tree	FJ2476
FMA68318	inferior division of upper lobe part of left bronchial tree	FJ2478
FMA68318	inferior division of upper lobe part of left bronchial tree	FJ2477
FMA68318	inferior division of upper lobe part of left bronchial tree	FJ2540
FMA68227	inferior lingular bronchial tree	FJ2475
FMA68227	inferior lingular bronchial tree	FJ2441
FMA68317	superior division of upper lobe part of left bronchial tree	FJ2469
FMA68317	superior division of upper lobe part of left bronchial tree	FJ2468
FMA68317	superior division of upper lobe part of left bronchial tree	FJ2443
FMA68317	superior division of upper lobe part of left bronchial tree	FJ2467
FMA68317	superior division of upper lobe part of left bronchial tree	FJ2472
FMA68317	superior division of upper lobe part of left bronchial tree	FJ2471
FMA68317	superior division of upper lobe part of left bronchial tree	FJ2474
FMA68317	superior division of upper lobe part of left bronchial tree	FJ2473
FMA68226	superior lingular bronchial tree	FJ2476
FMA68226	superior lingular bronchial tree	FJ2478
FMA68226	superior lingular bronchial tree	FJ2477
FMA68226	superior lingular bronchial tree	FJ2540
FMA7386	left posterior bronchopulmonary segment	FJ2928
FMA7386	left posterior bronchopulmonary segment	FJ2939
FMA7386	left posterior bronchopulmonary segment	FJ2927
FMA7386	left posterior bronchopulmonary segment	FJ2929
FMA7386	left posterior bronchopulmonary segment	FJ2913
FMA7386	left posterior bronchopulmonary segment	FJ2912
FMA7386	left posterior bronchopulmonary segment	FJ2926
FMA7386	left posterior bronchopulmonary segment	FJ2942
FMA7386	left posterior bronchopulmonary segment	FJ2941
FMA7386	left posterior bronchopulmonary segment	FJ2911
FMA7386	left posterior bronchopulmonary segment	FJ2943
FMA7386	left posterior bronchopulmonary segment	FJ2965
FMA7386	left posterior bronchopulmonary segment	FJ2940
FMA7385	left apical bronchopulmonary segment	FJ2936
FMA7385	left apical bronchopulmonary segment	FJ2947
FMA7385	left apical bronchopulmonary segment	FJ2958
FMA7385	left apical bronchopulmonary segment	FJ2964
FMA7385	left apical bronchopulmonary segment	FJ2963
FMA7385	left apical bronchopulmonary segment	FJ2962
FMA7385	left apical bronchopulmonary segment	FJ2961
FMA68223	left apical segmental bronchial tree	FJ2464
FMA68223	left apical segmental bronchial tree	FJ2444
FMA68223	left apical segmental bronchial tree	FJ2461
FMA68223	left apical segmental bronchial tree	FJ2460
FMA68223	left apical segmental bronchial tree	FJ2463
FMA68223	left apical segmental bronchial tree	FJ2462
FMA7377	left medial basal bronchopulmonary segment	FJ2537
FMA7377	left medial basal bronchopulmonary segment	FJ2442
FMA7377	left medial basal bronchopulmonary segment	FJ2885
FMA7377	left medial basal bronchopulmonary segment	FJ2884
FMA7380	left posterior basal bronchopulmonary segment	FJ2946
FMA7380	left posterior basal bronchopulmonary segment	FJ2945
FMA7380	left posterior basal bronchopulmonary segment	FJ2948
FMA7380	left posterior basal bronchopulmonary segment	FJ2903
FMA7380	left posterior basal bronchopulmonary segment	FJ2914
FMA7380	left posterior basal bronchopulmonary segment	FJ2920
FMA7380	left posterior basal bronchopulmonary segment	FJ2949
FMA7380	left posterior basal bronchopulmonary segment	FJ2919
FMA7380	left posterior basal bronchopulmonary segment	FJ2881
FMA7380	left posterior basal bronchopulmonary segment	FJ2892
FMA68233	left posterior basal segmental bronchial tree	FJ2528
FMA68233	left posterior basal segmental bronchial tree	FJ2527
FMA68233	left posterior basal segmental bronchial tree	FJ2529
FMA68233	left posterior basal segmental bronchial tree	FJ2446
FMA68233	left posterior basal segmental bronchial tree	FJ2531
FMA68233	left posterior basal segmental bronchial tree	FJ2530
FMA7376	left superior bronchopulmonary segment	FJ2889
FMA7376	left superior bronchopulmonary segment	FJ2888
FMA7376	left superior bronchopulmonary segment	FJ2894
FMA7376	left superior bronchopulmonary segment	FJ2893
FMA7376	left superior bronchopulmonary segment	FJ2895
FMA7376	left superior bronchopulmonary segment	FJ2890
FMA7376	left superior bronchopulmonary segment	FJ2891
FMA68228	left superior segmental bronchial tree	FJ2480
FMA68228	left superior segmental bronchial tree	FJ2479
FMA68228	left superior segmental bronchial tree	FJ2448
FMA68228	left superior segmental bronchial tree	FJ2483
FMA68228	left superior segmental bronchial tree	FJ2482
FMA68228	left superior segmental bronchial tree	FJ2485
FMA68228	left superior segmental bronchial tree	FJ2484
FMA7379	left lateral basal bronchopulmonary segment	FJ2923
FMA7379	left lateral basal bronchopulmonary segment	FJ2922
FMA7379	left lateral basal bronchopulmonary segment	FJ2921
FMA7379	left lateral basal bronchopulmonary segment	FJ2882
FMA68232	left lateral basal segmental bronchial tree	FJ2534
FMA68232	left lateral basal segmental bronchial tree	FJ2445
FMA68232	left lateral basal segmental bronchial tree	FJ2533
FMA68232	left lateral basal segmental bronchial tree	FJ2532
FMA7378	left anterior basal bronchopulmonary segment	FJ2957
FMA7378	left anterior basal bronchopulmonary segment	FJ2538
FMA7378	left anterior basal bronchopulmonary segment	FJ2956
FMA7378	left anterior basal bronchopulmonary segment	FJ2959
FMA7378	left anterior basal bronchopulmonary segment	FJ2535
FMA7378	left anterior basal bronchopulmonary segment	FJ2887
FMA7378	left anterior basal bronchopulmonary segment	FJ2886
FMA7378	left anterior basal bronchopulmonary segment	FJ2536
FMA7378	left anterior basal bronchopulmonary segment	FJ2883
FMA7378	left anterior basal bronchopulmonary segment	FJ2960
FMA67995	intrapulmonary part of left pulmonary artery	FJ2909
FMA67995	intrapulmonary part of left pulmonary artery	FJ2906
FMA67995	intrapulmonary part of left pulmonary artery	FJ2905
FMA67995	intrapulmonary part of left pulmonary artery	FJ2908
FMA67995	intrapulmonary part of left pulmonary artery	FJ2907
FMA67995	intrapulmonary part of left pulmonary artery	FJ2902
FMA67995	intrapulmonary part of left pulmonary artery	FJ2923
FMA67995	intrapulmonary part of left pulmonary artery	FJ2904
FMA67995	intrapulmonary part of left pulmonary artery	FJ2903
FMA67995	intrapulmonary part of left pulmonary artery	FJ2887
FMA67995	intrapulmonary part of left pulmonary artery	FJ2920
FMA67995	intrapulmonary part of left pulmonary artery	FJ2886
FMA67995	intrapulmonary part of left pulmonary artery	FJ2889
FMA67995	intrapulmonary part of left pulmonary artery	FJ2922
FMA67995	intrapulmonary part of left pulmonary artery	FJ2888
FMA67995	intrapulmonary part of left pulmonary artery	FJ2921
FMA67995	intrapulmonary part of left pulmonary artery	FJ2883
FMA67995	intrapulmonary part of left pulmonary artery	FJ2882
FMA67995	intrapulmonary part of left pulmonary artery	FJ2885
FMA67995	intrapulmonary part of left pulmonary artery	FJ2884
FMA67995	intrapulmonary part of left pulmonary artery	FJ2881
FMA67995	intrapulmonary part of left pulmonary artery	FJ2917
FMA67995	intrapulmonary part of left pulmonary artery	FJ2916
FMA67995	intrapulmonary part of left pulmonary artery	FJ2919
FMA67995	intrapulmonary part of left pulmonary artery	FJ2918
FMA67995	intrapulmonary part of left pulmonary artery	FJ2913
FMA67995	intrapulmonary part of left pulmonary artery	FJ2912
FMA67995	intrapulmonary part of left pulmonary artery	FJ2915
FMA67995	intrapulmonary part of left pulmonary artery	FJ2914
FMA67995	intrapulmonary part of left pulmonary artery	FJ2911
FMA67995	intrapulmonary part of left pulmonary artery	FJ2910
FMA67995	intrapulmonary part of left pulmonary artery	FJ2894
FMA67995	intrapulmonary part of left pulmonary artery	FJ2893
FMA67995	intrapulmonary part of left pulmonary artery	FJ2895
